#\*l[\oA]	F(\*l)
 11021.1  9.66508e-01
 11021.7  9.89490e-01
 11022.4  9.87656e-01
 11023.0  9.28302e-01
 11023.6  9.22405e-01
 11024.3  9.63419e-01
 11024.9  9.71610e-01
 11025.5  1.00562e+00
 11026.2  9.93889e-01
 11026.8  1.00050e+00
 11027.4  9.49143e-01
 11028.1  9.45444e-01
 11028.7  9.38492e-01
 11029.3  9.68976e-01
 11030.0  9.51763e-01
 11030.6  1.01872e+00
 11031.2  9.81587e-01
 11031.9  9.40883e-01
 11032.5  9.91175e-01
 11033.1  9.14580e-01
 11033.8  9.88809e-01
 11034.4  1.01384e+00
 11035.1  1.01871e+00
 11035.7  1.00152e+00
 11036.3  9.95414e-01
 11037.0  9.85574e-01
 11037.6  9.95822e-01
 11038.2  1.00978e+00
 11038.9  9.97129e-01
 11039.5  1.06433e+00
 11040.1  9.50610e-01
 11040.8  9.90924e-01
 11041.4  8.46306e-01
 11042.0  9.50085e-01
 11042.7  9.39992e-01
